drugbank_id	drugbank_name	chembl	drugbank	pdb	iuphar	pubchem_dotf	kegg_ligand	chebi	nih_ncc	zinc	emolecules	ibm	atlas	ibm_patents	fdasrs	surechembl	pharmgkb	hmdb	selleck	pubchem_tpharma	pubchem	mcule	nmrshiftdb2	lincs	actor	recon	molport	nikkaji	bindingdb
DB02472	6-Hydroxy-7,8-Dihydro Purine Nucleoside	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02473	6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1
DB02474	Bmsc-0013	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02475	Deoxyguanidinoproclavaminic acid	0	1	1	0	0	1	2	0	0	0	2	0	3	0	2	0	0	0	1	5	0	0	0	0	0	0	1	0
DB02477	[Cyclohexylethyl]-[[[[4-[2-Methyl-1-Imidazolyl-Butyl]Phenyl]Acetyl]-Seryl]-Lysinyl]-Amine	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	1	1
DB02479	(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	0	2	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0
DB02480	(S)-4-Bromo-3-Hydroxy-3-Methylbutyl Diphosphate	3	2	2	0	0	0	1	0	0	0	3	0	0	0	3	0	0	0	1	5	0	0	0	0	0	0	3	0
DB02481	N-Benzylformamide	1	1	1	0	0	1	1	0	1	1	1	0	100	0	1	0	0	0	1	2	1	0	0	1	0	1	1	1
DB02482	Phosphonothreonine	2	1	3	0	0	1	2	0	4	3	3	0	57	1	3	0	1	0	4	13	0	0	0	2	0	1	6	1
DB02483	Etheno-Nad	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
DB02484	Cytidine 5'-Diphosphoglycerol	0	1	1	0	0	1	2	0	4	0	1	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0
DB02485	Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid	2	1	1	1	0	1	2	0	0	1	3	0	32	0	6	0	1	0	8	29	0	0	0	1	1	0	4	0
DB02486	2-Hydroxyethyl Disulfide	1	1	1	0	0	0	1	0	1	1	1	0	33	1	1	0	0	0	1	1	0	1	0	1	0	0	2	0
DB02488	1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02489	9-Methylguanine	1	1	1	0	0	0	0	0	1	2	2	0	5	1	1	0	0	0	2	2	1	0	0	1	0	1	3	1
DB02490	(Diaminomethyl-Methyl-Amino)-Acetic Acid	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0
DB02491	4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
DB02492	Ghavamiol	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0
DB02493	Hydantocidin-5'-Phosphate	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	3	1
DB02494	Alpha-Hydroxy-Beta-Phenyl-Propionic Acid	1	1	2	0	0	1	6	0	2	3	3	0	36	0	3	0	3	0	5	11	0	1	0	4	0	3	5	0
DB02495	9-(4-hydroxybutyl)-N2-phenylguanine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1
DB02496	1-Deoxy-D-xylulose 5-phosphate	1	1	1	0	0	1	2	0	0	0	0	0	0	0	3	0	1	0	7	17	0	0	0	0	0	0	13	1
DB02497	L-Alpha-Glycerophosphorylserine	0	1	1	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	1	7	0	0	0	1	0	0	2	0
DB02498	Carba-Nicotinamide-Adenine-Dinucleotide	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	11	0	0	0	1	0	0	2	0
DB02499	Dinor-N(Omega)-Hydroxy-L-Arginine	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0
DB02500	6-(Dihydroxy-Isobutyl)-Thymine	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
DB02501	N~2~-Succinylarginine	0	1	1	0	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0	5	0	0	0	0	0	0	1	0
DB02502	8-Hydroxy-2'-Deoxyguanosine	1	1	1	0	0	0	1	0	6	7	5	0	14	0	4	0	1	0	7	11	0	0	0	1	0	1	2	0
DB02503	4-(Carboxyvin-2-Yl)Phenylboronic Acid	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	1
DB02504	[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1
DB02505	N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DB02506	2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02507	4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One	3	2	2	1	0	1	2	0	1	5	3	0	104	0	3	1	1	0	4	8	1	0	2	1	0	5	4	1
DB02508	Isopentyl Pyrophosphate	0	1	1	0	0	0	0	0	2	0	2	0	7	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0
DB02509	Farnesol	2	1	1	1	0	3	5	0	3	3	2	0	100	4	4	0	2	0	6	9	1	1	1	3	0	1	8	1
DB02510	'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5	0	0	0	0	0	0	1	0
DB02511	2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0
DB02512	1,6-Fructose Diphosphate (Linear Form)	2	1	3	0	0	0	3	0	8	1	0	0	0	1	7	0	0	0	4	13	0	0	0	2	0	0	2	0
DB02513	5-Methyl-2-(1-Methylethyl)Phenol	1	1	1	1	0	1	1	0	1	1	1	0	100	1	1	0	1	0	1	2	1	1	0	1	0	1	2	1
DB02514	(2z)-3-{[Oxido(Oxo)Phosphino]Oxy}-2-Phenylacrylate	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
DB02515	3-Phosphoglycerol	2	1	3	1	0	3	6	0	4	1	5	1	203	2	5	0	1	0	6	14	0	1	0	6	1	1	5	0
DB02516	O5'-(4-(3-{2-[2-((R)-3-Hydroxy-4-(Trimethylammonio)-1-Oxo-Butyl)Sulfanyl-Ethylcarbamoyl]-Ethylcarbamoyl}-(R)-3-Hydroxy-2,2-Dimethyl-Propyl)-1-Hydroxy-3-Oxido-1,3-Dioxo-2,4-Dioxa-1,3-Diphosphabut-1-Yl) 3'-Phospho-Adenosine	0	1	1	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	1	0
DB02517	D-Glutamic Acid	2	2	4	2	0	3	10	0	2	9	21	0	55	2	27	0	3	0	16	72	2	1	0	8	1	2	20	5
DB02518	N-Acetylalanine	1	1	1	0	0	0	1	0	2	3	5	0	21	1	6	0	1	0	4	9	1	0	0	3	1	3	6	0
DB02519	Indirubin-5-Sulphonate	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	1	2
DB02520	Diethylcarbamodithioic Acid	1	1	1	0	0	1	0	0	1	2	1	0	27	1	1	0	0	0	2	5	0	1	0	2	0	1	2	2
DB02521	2,5,7-Trihydroxynaphthoquinone	1	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
DB02522	Phosphonopyruvate	0	1	1	0	0	1	3	0	1	1	1	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	1	1
DB02523	5'-[[2-(Aminooxy)Ethyl]Methylsulfonio]-5'-Deoxy-Adenosine	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	1	0
DB02524	Spiro(2,4,6-Trinitrobenzene[1,2a]-2o',3o'-Methylene-Adenine-Triphosphate	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
DB02525	D-Galactohydroximo-1,5-Lactam	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	2	1
DB02526	CRA_10655	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
DB02527	Cyclic Adenosine Monophosphate	6	1	1	2	0	1	2	0	11	4	5	1	5	1	5	0	1	0	1	32	0	0	0	6	1	3	2	3
DB02528	Tetrazolyl Histidine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB02529	5-N-Acetyl-4-Amino-6-Diethylcarboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DB02530	Gamma(Amino)-Butyric Acid	1	1	1	2	0	1	3	0	1	2	7	0	100	1	9	0	1	0	7	23	1	1	0	4	1	1	3	1
DB02531	Isobutyric Acid	1	1	1	1	0	1	2	0	1	1	5	0	0	1	8	0	1	0	4	17	1	2	0	6	0	1	5	1
DB02532	2,4,6-Triaminoquinazoline	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1
DB02533	Aminoguanidine	1	1	1	1	1	0	1	0	1	1	1	0	0	1	2	0	0	0	5	12	1	0	0	1	0	1	3	2
DB02534	2-Allylphenol	1	1	1	0	0	0	1	0	1	1	2	0	100	1	2	0	0	0	1	3	1	1	0	2	0	1	1	0
DB02535	Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
DB02536	(2r)-2,3-Dihydroxypropanal	1	1	2	0	0	3	3	0	2	2	1	0	0	2	5	0	1	0	4	13	0	0	0	4	1	3	5	1
DB02537	2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
DB02538	N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
DB02539	S-Ethylisothiourea	1	2	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	4	0	0	1	1	0	1	2	1
DB02540	(10S)-10-Formyl-5,8,10-Trideazafolic Acid	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DB02541	4-Hydroxybutan-1-Aminium	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	2	0	1	0	1	0	1	1	0
DB02542	(4s)-5-Fluoro-L-Leucine	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	9	0	0	0	0	0	0	1	0
DB02543	Pyrrole-2-Carboxylate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB02544	N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1
DB02545	Fexaramine	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1
DB02546	Vorinostat	1	1	1	1	1	0	1	0	1	2	1	2	0	1	1	0	1	1	8	8	1	0	1	1	0	0	2	1
DB02547	Guanosine-5'-Diphosphate-Rhamnose	4	1	2	1	0	4	9	0	0	3	2	0	0	1	5	0	2	0	4	30	0	0	0	1	1	0	7	0
DB02548	Sorbitol 6-phosphate	1	2	0	0	0	4	6	0	4	1	5	0	12	0	6	0	2	0	0	13	0	0	0	4	0	0	6	0
DB02549	3'-O-Acetylthymidine-5'-Diphosphate	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02550	8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1
DB02551	6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1
DB02552	Geranyl Diphosphate	1	1	1	1	0	4	4	0	2	1	1	0	24	0	3	0	1	0	4	10	0	0	0	3	1	0	13	0
DB02553	Glutathionylspermidine Disulfide	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
DB02554	Sulfoquinovose-Uridine-C1,5'-Diphosphate	0	1	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	2	0
DB02555	SP4160	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
DB02556	D-Phenylalanine	3	2	2	2	0	3	12	0	2	11	10	0	122	2	25	0	1	0	27	81	3	1	0	6	1	2	26	2
DB02557	Phosphoramidon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB02558	N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	1	1
DB02559	6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02560	D-Para-Chlorophenyl-1-Acteamidoboronic Acid Alanine	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DB02561	Beta-D-Fructopyranose	3	1	2	0	0	6	15	0	11	13	16	0	25	1	30	0	1	0	28	55	0	0	0	6	2	2	15	0
DB02562	Quinonoid 7,8-Tetrahydrobiopterin	0	1	1	0	0	1	2	0	0	0	1	0	0	0	1	0	1	0	0	6	0	0	0	1	1	0	0	0
DB02563	Hexanoyl-Coenzyme A	1	1	1	0	0	1	2	0	0	0	0	0	0	0	2	0	1	0	1	10	0	0	0	1	1	0	2	0
DB02565	4-Dimethylamino-N-(6-Hydroxycarbamoyethyl)Benzamide-N-Hydroxy-7-(4-Dimethyla Minobenzoyl)Aminoheptanamide	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DB02566	8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DB02567	PD173955	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1
DB02568	Peldesine	1	1	1	0	1	0	0	0	2	0	1	0	3	1	1	0	0	0	3	3	0	0	0	0	0	0	2	1
DB02569	2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0
DB02570	PD150606	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
DB02571	2-Amino-6-Oxo-Hexanoic Acid	0	1	0	0	0	1	4	0	2	2	3	0	5	1	3	0	2	0	1	7	0	0	0	1	1	0	2	0
DB02572	BV4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02573	2'-Deoxycytidine-2'-Deoxyadenosine-3',5'-Monophosphate	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	2	0
DB02574	BV2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
DB02576	F-Loop of Vitamin B12	1	1	1	0	0	2	2	0	2	3	2	0	0	0	3	0	1	0	3	7	2	1	0	5	0	3	4	0
DB02577	Mesoheme	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	1	0	0	0	0
DB02578	Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanyl-D-Alanine	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
DB02579	Acrylic Acid	1	2	1	0	0	2	2	0	1	3	6	0	0	1	8	0	1	0	2	9	1	1	0	8	1	1	3	0
DB02580	1-(2-Methoxy-Ethoxy)-2-{2-[2-(2-Methoxy-Ethoxy]-Ethoxy}-Ethane	0	1	1	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0
DB02581	5-[2,3-Dichloro-4-(5-{1-[2-(2-Guanidino-4-Methyl-Pentanoylamino)-Acetyl]-Piperidin-4-Yl}-1-Methyl-1h-Pyrazol-3-Yl)-Phenoxymethyl]-Furan-2-Carboxylic Acid	1	1	1	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	1	1
DB02582	D-(L-a-Aminoadipoyl)-L-Cysteinyl-D-Isodehydrovaline	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02583	N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1
DB02585	4-(Hydroxymethyl)Benzamidine	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1
DB02586	4,7-Dimethyl-[1,10]Phenanthroline	1	1	1	0	0	0	0	0	1	1	1	0	54	0	1	0	0	0	1	1	1	0	0	1	0	1	2	1
DB02587	Forskolin	8	1	1	1	1	1	1	0	8	7	6	2	100	1	8	0	0	1	4	17	0	1	4	3	0	3	5	1
DB02588	Moxalactam Derivative	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02589	Se-Ethyl-Isoselenourea	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
DB02590	Abequose	0	2	3	0	0	2	6	0	6	2	5	0	6	0	9	0	0	0	0	19	0	0	0	1	0	0	9	0
DB02591	5,6-Dimethylbenzimidazole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB02592	Carbaphosphonate	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	5	0	0	0	0	0	0	3	1
DB02593	7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	1	0
DB02594	2'-Deoxycytidine	3	1	2	0	0	1	1	0	8	6	10	0	114	2	15	0	1	0	9	39	2	0	0	4	1	4	7	1
DB02595	Bulgecin A	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	1	0	0	0	0
DB02596	Alpha,Beta-Methyleneadenosine-5'-Triphosphate	4	1	1	2	0	1	1	0	2	0	1	0	0	0	1	0	0	0	1	15	0	0	0	1	0	0	1	2
DB02597	[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0
DB02598	N-Alpha-Acetyl-3,5-Diiodotyrosylglycine	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
DB02599	2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
DB02600	5-N-Acetyl-3-(1-Ethylpropyl)-1-Cyclohexene-1-Carboxylic Acid	4	1	2	0	1	0	1	0	6	2	3	0	1	1	6	0	0	0	3	24	1	0	0	1	0	0	2	1
DB02601	4-Hydroxyphenylglycine	2	3	2	0	1	2	4	0	2	4	3	0	65	2	3	0	0	0	4	8	4	0	0	4	0	3	5	1
DB02602	AL7182	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
DB02603	1-Amino-6-Cyclohex-3-Enylmethyloxypurine	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DB02604	2-Deoxy-Glucose-6-Phosphate	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	2	0
DB02606	2-Butanol	1	1	1	0	0	0	3	0	2	3	3	0	0	2	4	0	1	0	4	12	3	1	0	6	0	3	5	0
DB02607	Adenosine Phosphonoacetic Acid	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0
DB02608	N-Acetyl-P-Nitrophenylserinol	1	1	1	0	0	0	0	0	4	1	2	0	0	0	3	0	0	0	3	7	0	0	0	2	0	1	0	0
DB02609	4-Hydroxy-L-Threonine-5-Monophosphate	0	1	1	0	0	1	2	0	0	0	1	0	0	0	2	0	1	0	0	7	0	0	0	1	0	0	1	0
DB02610	N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
DB02611	Balanol Analog 1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0
DB02613	Decylamine-N,N-Dimethyl-N-Oxide	1	1	1	0	0	0	1	0	0	1	1	0	4	1	1	0	0	0	1	1	0	0	0	2	0	0	1	0
DB02614	1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid	0	1	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0
DB02615	Compound 19	2	2	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	4	0	0	0	0	0	0	0	2
DB02616	FR117016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
DB02617	1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
DB02618	Ethyl Dimethyl Ammonio Propane Sulfonate	1	1	1	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	1
DB02619	Bromo-Dodecanol	1	1	1	0	0	0	0	0	1	1	1	0	8	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0
DB02620	Sp7343-Sp7964	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DB02621	Latrunculin A	2	1	1	0	0	0	1	0	1	3	2	0	0	1	6	0	0	0	4	23	0	0	0	1	0	0	2	0
DB02622	2-(Oxalyl-Amino)-Benzoic Acid	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1
DB02623	Aminophosphonic Acid-Guanylate Ester	0	1	1	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
DB02624	Homoserine Lactone	0	1	1	0	0	1	5	0	4	2	3	0	21	0	3	0	1	0	3	6	2	0	0	1	0	3	3	0
DB02625	(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid	0	1	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
DB02626	Phenylferricrocin-Iron	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DB02627	4,4'-Biphenyldiboronic Acid	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1
DB02628	1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide	2	1	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	5	0	0	0	0	0	1	0	3
DB02629	Inhibitor Bea403	1	1	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	5	0	0	0	0	0	0	1	1
DB02630	L-Xylitol 5-Phosphate	1	3	3	0	0	3	6	0	0	0	7	0	7	0	8	0	0	0	2	17	0	0	0	3	0	0	5	1
DB02631	5-Chloro-6-[(2-Iminopyrrolidin-1-Yl)Methyl]Pyrimidine-2,4(1h,3h)-Dione	1	1	1	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	2	2	0	0	0	0	0	0	1	2
DB02632	1-O-[P-Nitrophenyl]-Beta-D-Galactopyranose	5	1	4	0	0	1	2	0	30	21	19	0	41	0	25	0	0	0	9	58	2	0	0	7	0	6	0	0
DB02633	Cibacron Blue	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	2	2
DB02635	N-[O-Phosphono-Pyridoxyl]-Isoleucine	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0
